TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
435.86,1,17,455,74,0,56.0,2,134.0,1.0,3801.82,2
74.73,0,17,549,8,1,64.0,2,162.0,1.0,6353.22,2
182.79,0,21,482,12,2,23.0,3,14.0,1.0,1251.85,0
628.36,1,2,400,4,2,44.0,0,108.0,1.0,11869.71,3
268.39,1,35,218,20,2,29.0,0,177.0,1.0,9409.43,3
362.27,1,17,72,50,0,80.0,2,47.0,1.0,6003.59,2
560.15,0,22,476,58,2,50.0,1,92.0,1.0,817.83,2
351.99,1,6,496,0,0,80.0,2,45.0,2.0,3663.64,2
132.36,1,7,198,93,1,28.0,3,160.0,1.0,319.65,0
24.77,0,26,434,1,2,40.0,1,17.0,1.0,478.23,0
668.67,1,11,662,18,2,44.0,0,143.0,4.0,13446.81,3
80.24,0,27,586,15,1,53.0,0,58.0,1.0,8012.81,3
8.65,1,23,103,59,0,68.0,2,198.0,1.0,4201.22,1
178.91,1,29,40,34,0,18.0,3,19.0,1.0,8870.89,3
115.22,1,37,181,62,1,27.0,1,108.0,1.0,906.2,0
161.63,1,38,606,76,2,46.0,0,276.0,1.0,9286.37,1
542.75,0,26,621,44,1,70.0,2,63.0,1.0,2224.08,2
317.47,0,34,59,82,2,67.0,0,16.0,1.0,14639.28,3
280.99,1,15,359,95,1,45.0,1,29.0,1.0,9733.59,3
24.19,1,36,97,60,0,29.0,1,28.0,1.0,2756.2,0
586.85,1,23,198,13,0,36.0,0,86.0,1.0,6655.15,3
372.41,1,36,350,87,0,55.0,2,143.0,1.0,3233.87,2
211.36,1,14,627,38,0,20.0,3,148.0,1.0,1676.57,0
383.69,1,7,131,63,2,54.0,1,285.0,1.0,8371.11,1
247.17,0,6,80,95,1,65.0,2,149.0,1.0,2611.64,2
48.78,0,18,70,5,1,18.0,3,136.0,1.0,552.06,0
4.15,0,29,208,18,1,60.0,2,119.0,1.0,6017.36,2
60.99,1,28,631,36,1,34.0,1,58.0,1.0,7281.46,3
408.19,1,23,355,37,1,26.0,1,241.0,1.0,6847.47,1
524.6,1,12,575,1,1,58.0,0,76.0,1.0,13017.7,3
108.96,1,25,234,69,0,26.0,3,247.0,1.0,7597.66,1
70.03,1,26,4,72,1,63.0,2,49.0,1.0,7330.31,2
124.84,1,21,620,50,2,52.0,2,79.0,1.0,6711.78,2
324.04,1,41,622,42,0,54.0,2,30.0,1.0,2248.06,2
39.69,1,2,522,88,2,70.0,2,163.0,1.0,3524.68,2
157.7,0,29,74,18,1,58.0,3,46.0,1.0,8332.58,3
81.27,0,39,222,50,2,22.0,3,68.0,1.0,1814.48,0
193.82,1,18,514,41,1,37.0,1,176.0,1.0,3886.77,1
16.73,1,13,640,21,2,79.0,2,165.0,1.0,7591.13,2
474.05,1,38,623,30,0,57.0,2,214.0,1.0,1484.31,1
39.21,1,24,58,92,0,66.0,0,245.0,4.0,9385.57,1
637.75,1,9,544,27,1,79.0,2,152.0,1.0,4202.92,2
153.59,0,32,262,0,1,66.0,2,174.0,1.0,4813.12,2
186.6,1,40,537,85,1,18.0,3,139.0,1.0,9716.68,3
644.08,1,1,362,17,2,24.0,3,55.0,1.0,1980.62,0
226.66,1,13,624,0,1,41.0,0,168.0,1.0,10216.25,3
305.0,1,31,590,2,0,22.0,3,222.0,1.0,944.83,0
233.1,0,26,456,10,1,42.0,0,37.0,1.0,7469.2,3
793.13,1,22,501,34,2,68.0,0,76.0,1.0,13389.16,3
224.19,1,15,259,16,0,52.0,0,93.0,1.0,8475.47,3
214.83,0,40,222,8,0,23.0,3,63.0,1.0,991.69,0
163.46,0,3,148,36,1,63.0,2,111.0,1.0,6953.8,2
194.99,1,17,427,96,1,34.0,1,91.0,1.0,1370.03,0
23.4,1,12,78,26,0,46.0,0,175.0,4.0,14851.28,3
227.5,1,34,221,54,2,34.0,0,277.0,1.0,11505.35,1
259.9,1,28,534,82,2,26.0,3,100.0,1.0,914.28,0
59.51,0,9,256,85,2,36.0,0,55.0,1.0,9955.88,3
50.63,1,8,303,44,2,64.0,2,143.0,1.0,4732.81,2
1074.95,1,17,654,88,1,20.0,3,91.0,1.0,530.86,0
112.94,0,35,258,90,2,73.0,2,31.0,1.0,3807.84,2
11.81,1,31,286,71,0,21.0,3,131.0,1.0,320.25,0
329.14,1,34,153,17,1,55.0,0,14.0,1.0,12033.92,3
154.24,1,23,127,48,0,61.0,2,82.0,1.0,6109.55,2
233.44,1,6,322,36,2,20.0,3,297.0,1.0,1691.88,1
141.8,1,6,45,87,0,18.0,3,116.0,1.0,1697.67,0
209.03,1,11,357,11,1,55.0,1,126.0,1.0,8359.5,3
1137.63,1,3,477,73,0,26.0,3,144.0,1.0,1629.12,0
261.14,1,35,212,39,1,42.0,1,162.0,1.0,6100.08,1
101.81,1,13,204,86,0,45.0,0,105.0,1.0,13872.03,3
98.71,1,13,268,69,0,32.0,0,117.0,1.0,10095.23,3
87.38,1,1,344,53,1,21.0,3,252.0,1.0,1504.99,0
83.39,1,29,68,41,1,32.0,0,158.0,1.0,13182.11,3
267.55,1,5,136,83,2,46.0,1,40.0,1.0,4330.04,2
870.05,1,12,96,76,0,29.0,0,39.0,1.0,905.25,0
154.32,0,40,54,14,0,38.0,1,112.0,1.0,6972.5,3
164.51,1,21,103,55,1,78.0,2,110.0,1.0,3553.69,2
758.12,1,37,398,27,0,69.0,2,90.0,1.0,6164.65,2
103.76,1,18,647,84,2,28.0,1,188.0,1.0,9626.14,3
583.92,1,18,414,23,2,55.0,1,139.0,1.0,6364.14,2
204.06,1,42,665,68,2,77.0,2,159.0,1.0,4351.83,2
53.51,1,27,651,29,2,56.0,2,165.0,1.0,5773.5,1
1108.46,1,20,341,45,1,30.0,1,262.0,1.0,9257.04,1
52.95,0,5,632,60,2,68.0,3,14.0,1.0,6335.58,2
120.17,1,32,51,22,0,49.0,0,105.0,1.0,5403.79,2
220.8,1,16,515,20,2,31.0,1,28.0,1.0,8135.31,3
119.01,1,30,403,68,0,45.0,0,87.0,1.0,9798.26,3
183.32,1,33,435,40,0,21.0,3,74.0,1.0,137.42,0
858.88,1,17,374,84,2,60.0,1,227.0,1.0,7015.46,1
11.46,0,37,304,91,2,41.0,1,128.0,1.0,2356.71,0
61.37,1,8,73,0,1,75.0,2,164.0,1.0,4294.44,2
103.08,0,25,294,95,1,49.0,1,150.0,1.0,9251.38,3
1.21,1,1,198,38,1,55.0,2,196.0,1.0,7542.74,1
425.18,0,7,479,50,2,26.0,1,172.0,1.0,9880.71,3
60.96,1,7,88,64,0,52.0,2,238.0,1.0,6189.24,1
64.21,1,29,510,27,0,51.0,0,37.0,1.0,12540.18,3
523.02,1,17,669,9,2,53.0,2,83.0,1.0,4586.11,2
50.26,1,19,260,54,1,65.0,2,164.0,1.0,1519.38,2
110.08,1,11,543,58,1,19.0,3,95.0,1.0,1447.26,0
54.47,0,30,419,99,1,23.0,3,34.0,1.0,1131.42,0
79.76,1,18,108,42,2,68.0,0,115.0,1.0,10278.75,3
16.79,0,11,306,22,2,30.0,0,146.0,1.0,535.15,0
1531.31,1,36,308,77,2,18.0,3,62.0,4.0,859.86,0
68.62,1,29,43,90,1,29.0,0,157.0,1.0,13891.47,3
211.36,1,27,662,67,1,20.0,3,280.0,1.0,1545.77,0
643.38,0,11,245,43,2,18.0,3,105.0,1.0,1046.74,0
328.34,0,36,239,13,2,42.0,1,31.0,1.0,2840.45,0
72.68,1,39,677,71,2,69.0,2,44.0,1.0,6216.77,2
354.76,1,11,133,64,1,51.0,0,279.0,1.0,10141.92,1
793.88,0,20,306,35,0,22.0,3,252.0,1.0,1404.06,0
29.22,1,11,640,55,0,27.0,1,69.0,1.0,7795.79,3
653.97,1,24,449,66,1,37.0,1,100.0,1.0,3886.65,0
366.43,0,32,68,79,2,21.0,3,92.0,1.0,1560.45,0
120.86,1,7,34,80,2,33.0,0,162.0,4.0,13566.58,3
233.74,1,4,358,55,2,72.0,2,142.0,1.0,4749.54,2
471.84,1,33,159,79,0,18.0,3,138.0,1.0,1044.33,0
213.4,0,13,198,86,1,73.0,2,100.0,1.0,2012.24,2
254.21,1,31,470,29,0,48.0,1,46.0,1.0,2487.2,2
577.73,1,38,510,32,0,37.0,0,63.0,1.0,14977.99,3
170.26,1,6,430,52,0,27.0,3,265.0,1.0,1969.48,1
337.73,1,35,464,64,2,78.0,2,107.0,4.0,7001.2,2
330.61,0,26,628,98,1,64.0,2,113.0,1.0,2525.25,2
132.33,0,31,422,3,0,35.0,1,47.0,1.0,7457.94,3
672.74,0,7,32,67,1,46.0,1,118.0,1.0,4734.110000000001,2
74.04,1,22,101,93,2,18.0,3,66.0,1.0,1690.23,0
197.18,1,40,41,10,2,28.0,1,135.0,1.0,3114.92,0
21.15,1,8,468,57,1,70.0,2,180.0,1.0,3466.74,2
218.37,1,15,631,74,0,62.0,0,112.0,1.0,9942.24,3
590.01,1,38,242,43,2,29.0,0,140.0,3.0,9791.74,3
697.82,1,27,362,91,2,44.0,1,153.0,1.0,6824.0,1
302.76,1,34,620,42,0,38.0,1,88.0,3.0,8583.39,3
148.0,1,40,513,64,1,20.0,3,35.0,1.0,1488.65,0
22.26,1,35,27,56,1,19.0,3,56.0,1.0,5583.88,0
0.86,1,7,81,49,0,25.0,3,139.0,1.0,1357.22,0
757.1,1,1,647,70,1,65.0,0,203.0,1.0,10553.23,1
38.81,0,41,277,0,2,25.0,3,145.0,1.0,1619.6,0
76.51,0,23,236,15,2,49.0,1,120.0,4.0,9475.4,3
32.46,1,5,519,91,2,31.0,0,10.0,1.0,8656.18,3
1022.75,0,38,285,90,1,62.0,0,158.0,1.0,207.74,2
20.64,1,5,62,78,1,22.0,3,59.0,1.0,949.38,0
662.11,1,1,401,99,1,23.0,3,219.0,1.0,1996.38,0
288.77,1,20,407,24,1,55.0,1,110.0,1.0,8836.51,3
35.05,1,4,572,46,1,30.0,0,105.0,1.0,14330.47,3
214.73,0,20,102,60,0,46.0,0,26.0,1.0,5368.42,2
25.38,1,21,216,23,1,57.0,1,66.0,1.0,8616.05,3
617.66,1,22,114,35,0,41.0,1,40.0,1.0,5906.58,3
446.39,1,15,100,18,0,63.0,2,77.0,1.0,7863.6,2
377.92,1,33,348,28,1,33.0,1,204.0,1.0,2254.71,0
11.04,1,31,618,35,2,30.0,1,43.0,1.0,6983.04,3
275.46,1,13,26,31,0,36.0,0,67.0,1.0,9697.75,3
179.76,1,30,37,38,2,78.0,2,81.0,1.0,5909.52,2
32.34,1,18,602,79,1,44.0,0,45.0,1.0,7847.62,3
273.92,1,32,626,52,1,79.0,2,109.0,1.0,4543.56,2
375.45,1,13,198,14,1,19.0,3,32.0,1.0,1307.23,0
388.98,1,14,531,4,0,23.0,3,155.0,1.0,1819.91,0
492.84,1,16,497,80,0,25.0,3,38.0,1.0,577.67,0
148.85,1,23,426,20,0,57.0,0,25.0,1.0,7802.36,2
211.36,0,30,283,91,1,62.0,2,47.0,5.0,2596.61,2
391.66,1,13,263,61,1,50.0,1,103.0,1.0,2406.31,2
185.99,0,14,654,25,1,41.0,1,53.0,1.0,402.45,0
322.48,1,17,629,65,0,27.0,3,57.0,1.0,1238.43,0
20.27,1,24,629,64,1,18.0,3,22.0,1.0,796.35,0
280.61,1,23,469,84,0,47.0,1,129.0,3.0,7888.76,3
199.02,1,15,198,4,0,61.0,2,269.0,1.0,4658.89,1
104.23,0,21,601,80,2,63.0,2,108.0,1.0,5009.29,2
353.59,0,27,301,45,1,52.0,2,109.0,5.0,1822.34,2
55.86,1,39,206,6,2,39.0,1,68.0,1.0,5346.46,3
10.77,1,16,247,95,0,31.0,0,178.0,1.0,10704.95,3
95.55,1,21,577,59,1,33.0,1,51.0,1.0,2434.74,0
477.07,1,8,486,95,2,27.0,1,278.0,1.0,6568.07,1
9.1,0,13,155,46,2,52.0,2,63.0,1.0,2791.45,2
21.41,1,21,90,61,2,57.0,0,99.0,1.0,658.91,2
278.28,1,17,37,96,1,28.0,3,26.0,1.0,1346.88,0
388.1,0,20,633,18,2,73.0,2,40.0,1.0,3022.12,2
215.39,1,11,394,18,0,27.0,3,216.0,1.0,1582.55,0
194.37,1,25,149,23,0,66.0,0,161.0,1.0,14395.88,3
37.7,1,24,332,25,0,20.0,3,109.0,1.0,1741.1,0
19.59,1,5,512,15,1,64.0,2,122.0,1.0,1061.69,2
81.35,1,15,236,27,2,41.0,1,103.0,1.0,7192.45,3
314.54,0,41,164,34,1,58.0,1,228.0,1.0,9923.45,1
466.64,1,19,315,81,0,58.0,0,11.0,1.0,10915.11,3
397.01,1,20,43,57,0,22.0,3,100.0,1.0,719.52,0
472.48,1,27,147,98,1,55.0,1,87.0,1.0,7128.82,2
67.15,1,16,641,0,2,59.0,0,14.0,1.0,9028.49,3
102.67,1,0,95,90,1,79.0,2,119.0,1.0,4656.94,2
460.09,0,14,32,80,2,35.0,0,146.0,3.0,6990.64,3
453.49,1,39,455,87,1,66.0,0,147.0,1.0,6366.43,2
267.17,1,39,618,99,0,26.0,3,170.0,1.0,1382.62,0
111.26,1,4,100,95,0,66.0,0,43.0,1.0,14350.11,3
121.17,1,31,556,52,0,68.0,0,158.0,1.0,12990.77,3
213.28,1,23,33,87,1,51.0,2,94.0,1.0,4835.91,2
187.88,1,26,33,16,0,60.0,1,180.0,1.0,2154.58,2
471.88,0,38,306,53,2,34.0,0,141.0,1.0,14833.34,3
83.79,1,26,172,30,0,57.0,1,47.0,1.0,5061.3,2
212.14,1,2,261,46,1,72.0,2,105.0,1.0,7225.06,2
99.16,1,37,556,44,2,79.0,2,202.0,1.0,2607.58,2
839.33,0,21,562,70,1,60.0,0,86.0,1.0,11538.97,3
29.91,0,30,534,33,2,76.0,2,43.0,3.0,2834.84,2
4.24,1,36,220,85,2,38.0,1,38.0,1.0,7822.73,3
50.29,0,33,482,27,2,58.0,0,64.0,1.0,7604.9,2
135.85,1,14,415,14,2,57.0,2,269.0,1.0,1480.39,1
368.53,1,33,453,98,1,68.0,0,34.0,1.0,13696.31,3
17.95,0,34,396,26,1,64.0,0,135.0,1.0,12344.9,3
127.8,0,41,361,25,1,31.0,1,47.0,1.0,8630.99,3
16.73,1,15,396,72,2,45.0,1,48.0,1.0,2202.62,2
317.12,1,13,6,17,1,44.0,0,80.0,1.0,14409.74,3
476.63,1,5,677,36,0,79.0,2,115.0,1.0,4894.25,2
156.58,1,32,78,82,1,24.0,3,160.0,1.0,8981.61,3
55.12,0,15,213,20,2,34.0,1,261.0,1.0,3791.99,1
15.74,1,10,63,50,1,27.0,3,38.0,1.0,690.16,0
353.68,1,19,595,29,1,70.0,2,145.0,1.0,6777.12,2
297.15,1,31,265,33,2,76.0,2,178.0,1.0,5449.37,2
647.85,1,29,557,33,1,36.0,0,121.0,1.0,13779.97,3
75.04,1,12,36,55,0,49.0,1,178.0,1.0,9648.6,1
273.92,1,41,584,85,2,28.0,3,35.0,1.0,1029.15,0
215.8,0,17,265,72,1,51.0,2,66.0,1.0,3656.62,2
963.77,1,21,367,54,0,41.0,1,248.0,1.0,6710.51,1
420.6,1,21,122,85,1,26.0,3,55.0,1.0,1778.75,0
688.36,0,22,229,6,1,23.0,3,22.0,1.0,5191.13,0
285.18,0,34,498,83,1,55.0,0,150.0,1.0,14847.97,3
213.55,1,4,660,76,0,63.0,0,15.0,1.0,5238.37,2
463.11,0,19,205,77,1,51.0,0,159.0,1.0,10238.82,3
150.03,1,8,313,58,0,73.0,3,176.0,1.0,7491.42,2
211.36,1,14,265,48,1,51.0,2,131.0,1.0,2116.36,2
309.56,1,5,574,93,2,58.0,0,147.0,1.0,972.04,2
377.08,0,23,122,89,1,26.0,3,71.0,1.0,6430.86,0
77.25,1,41,140,58,1,68.0,0,157.0,1.0,14077.97,3
146.92,1,32,505,2,0,64.0,2,272.0,1.0,3990.6,1
126.6,1,35,614,30,1,22.0,3,146.0,1.0,961.65,0
101.34,1,4,484,67,0,24.0,3,46.0,1.0,703.26,0
184.97,1,10,176,11,1,58.0,0,268.0,1.0,1156.67,1
451.15,1,7,239,93,0,46.0,1,175.0,1.0,1356.47,1
516.47,0,5,405,25,0,25.0,3,94.0,1.0,1305.06,0
880.04,1,34,56,92,0,25.0,3,29.0,1.0,261.97,0
353.69,1,38,458,67,2,45.0,1,163.0,1.0,9500.79,3
66.69,0,35,604,42,1,25.0,3,140.0,1.0,1210.33,0
95.75,1,20,39,63,1,31.0,1,169.0,1.0,337.62,0
43.91,1,0,498,72,2,27.0,3,86.0,1.0,4734.110000000001,0
98.03,1,12,677,94,1,54.0,1,165.0,1.0,6323.45,1
617.66,1,4,247,56,0,42.0,1,128.0,1.0,7155.95,3
888.57,1,35,353,91,2,62.0,2,102.0,1.0,7896.14,2
107.48,1,29,215,79,1,22.0,3,129.0,1.0,591.23,0
36.57,1,29,597,50,0,62.0,2,69.0,1.0,2583.07,2
575.62,1,28,662,80,2,43.0,0,129.0,1.0,234.41,0
84.89,1,38,598,17,0,37.0,1,70.0,1.0,4735.61,0
832.3,0,2,151,60,1,69.0,2,86.0,1.0,4734.110000000001,2
180.65,1,5,198,11,1,22.0,3,38.0,5.0,816.01,0
7.76,0,19,361,90,2,52.0,2,84.0,1.0,7393.11,3
109.3,1,13,5,19,1,56.0,0,27.0,1.0,13510.11,3
230.08,1,2,44,5,2,79.0,2,124.0,1.0,4466.1,2
361.92,1,11,627,17,0,54.0,2,111.0,1.0,7474.31,3
71.29,1,6,333,74,0,68.0,2,55.0,2.0,7225.63,2
122.45,1,27,488,64,1,46.0,0,98.0,1.0,7255.49,3
642.53,1,23,197,47,0,65.0,0,128.0,1.0,11417.91,3
62.86,1,15,263,89,1,25.0,3,31.0,1.0,1040.43,0
175.21,0,23,58,48,0,69.0,0,69.0,1.0,6039.04,2
168.0,0,40,649,52,1,32.0,1,11.0,1.0,3498.58,0
11.46,1,6,226,55,2,67.0,2,73.0,1.0,6628.75,2
382.07,0,29,307,90,1,62.0,0,147.0,1.0,10156.09,3
13.48,1,19,271,93,2,18.0,3,20.0,3.0,521.88,0
65.32,1,23,664,93,0,28.0,3,54.0,1.0,9165.02,3
83.07,1,24,178,25,1,27.0,1,291.0,4.0,6704.76,1
730.1,0,6,438,52,1,77.0,2,93.0,1.0,6384.05,2
85.31,1,18,320,18,0,62.0,2,27.0,1.0,6095.65,2
726.61,1,31,139,80,0,18.0,3,277.0,1.0,1008.76,0
130.4,1,33,358,23,1,45.0,1,63.0,1.0,4381.24,2
68.1,1,25,229,88,0,20.0,3,47.0,1.0,1382.8,0
65.26,1,34,472,25,1,26.0,3,72.0,1.0,7380.63,3
191.62,1,17,643,15,1,63.0,0,51.0,1.0,1981.67,2
212.88,1,14,643,61,2,39.0,0,122.0,1.0,7036.72,3
88.38,1,41,98,25,0,30.0,1,138.0,1.0,3707.82,0
48.77,1,2,265,12,2,42.0,1,51.0,1.0,2040.16,0
289.1,1,3,583,63,0,27.0,3,206.0,1.0,4734.110000000001,1
390.09,1,12,572,56,2,26.0,1,49.0,1.0,2617.23,0
48.29,1,36,286,59,2,37.0,1,242.0,1.0,8883.4,1
333.83,1,14,62,96,0,63.0,2,135.0,1.0,1660.66,2
1074.29,1,32,145,80,1,67.0,2,79.0,1.0,2011.6,2
100.27,1,24,289,44,2,79.0,2,51.0,1.0,4309.9,2
44.54,1,35,45,47,0,31.0,1,164.0,1.0,362.4,0
1156.18,0,31,21,53,1,52.0,0,40.0,1.0,836.69,2
82.17,1,13,649,95,1,28.0,3,21.0,1.0,1913.06,0
1045.45,1,3,530,35,2,19.0,3,150.0,1.0,563.46,0
447.42,1,5,271,55,2,32.0,1,65.0,1.0,6133.22,3
590.26,0,2,502,88,1,25.0,3,48.0,1.0,1068.28,0
192.73,1,25,376,26,1,71.0,2,157.0,1.0,2037.75,2
146.01,1,37,262,16,2,26.0,3,269.0,1.0,221.79,0
136.05,1,1,350,67,2,24.0,3,63.0,3.0,1127.54,0
11.57,0,27,533,36,1,56.0,2,64.0,1.0,2061.61,2
102.34,1,35,361,75,2,51.0,0,78.0,1.0,4734.110000000001,2
7.82,1,4,62,89,0,36.0,1,273.0,1.0,2240.49,1
79.43,1,9,378,8,0,74.0,2,72.0,1.0,6579.37,2
386.97,1,33,312,97,1,58.0,2,137.0,1.0,1876.35,2
51.22,1,14,82,39,1,23.0,3,82.0,1.0,1664.59,0
256.05,1,26,294,8,0,54.0,2,35.0,1.0,6910.18,2
7.79,1,20,208,96,1,34.0,0,298.0,1.0,1319.85,1
233.71,1,21,460,72,1,63.0,0,11.0,1.0,6095.5,2
176.37,1,4,484,56,1,55.0,2,126.0,1.0,2420.86,2
122.63,1,25,110,28,1,21.0,3,153.0,1.0,359.06,0
86.41,1,14,60,98,0,75.0,2,125.0,1.0,3128.71,2
21.57,1,37,635,70,0,54.0,2,71.0,1.0,7587.48,3
82.67,1,25,451,13,1,26.0,3,46.0,1.0,290.59,0
451.35,0,3,425,27,1,47.0,1,112.0,1.0,7707.96,3
299.42,0,38,499,4,1,63.0,2,53.0,1.0,4735.41,2
543.47,1,20,373,91,0,18.0,3,122.0,1.0,6165.03,0
346.76,0,38,290,54,1,21.0,3,116.0,1.0,1637.75,0
47.48,1,12,193,26,1,24.0,3,66.0,1.0,585.52,0
64.92,1,1,108,81,1,58.0,1,236.0,1.0,5481.76,1
350.72,0,14,659,34,0,28.0,3,48.0,1.0,1982.9,0
3.8,1,5,278,56,2,65.0,0,174.0,1.0,5766.96,2
22.54,1,12,74,43,2,26.0,1,42.0,1.0,7139.11,3
767.14,0,23,426,38,1,62.0,2,38.0,1.0,4732.57,2
167.47,1,34,1,23,0,35.0,1,103.0,1.0,2293.13,0
43.65,0,5,230,65,1,30.0,1,212.0,1.0,2870.67,0
391.08,1,14,282,28,2,56.0,3,105.0,1.0,6885.16,2
390.77,1,32,531,44,2,44.0,0,34.0,1.0,5500.56,3
508.16,1,23,9,37,0,39.0,1,131.0,1.0,5609.44,3
36.76,1,30,365,52,2,65.0,2,108.0,1.0,1228.93,2
332.33,1,18,126,38,0,27.0,3,101.0,1.0,192.63,0
362.09,1,27,434,92,1,32.0,1,31.0,1.0,6590.28,3
42.58,1,38,373,56,2,30.0,0,80.0,1.0,13485.0,3
122.35,1,1,629,7,1,53.0,2,188.0,1.0,6472.5,1
248.66,1,6,127,57,2,28.0,1,113.0,1.0,2571.39,0
461.25,0,34,594,43,2,54.0,0,171.0,1.0,676.1,2
61.77,1,5,315,81,1,56.0,0,49.0,1.0,12352.2,3
268.92,1,6,125,21,1,29.0,1,148.0,1.0,8765.38,3
303.97,1,13,209,55,2,24.0,3,77.0,5.0,1590.88,0
219.02,0,36,427,92,2,54.0,1,68.0,1.0,7375.73,3
125.14,1,3,131,79,1,20.0,3,31.0,1.0,1845.18,0
47.6,1,2,574,25,2,53.0,1,115.0,1.0,1382.51,2
592.82,1,22,435,75,2,74.0,2,248.0,1.0,7508.98,1
372.5,1,26,608,72,0,22.0,3,211.0,1.0,3901.82,0
4.72,1,13,592,50,1,32.0,1,20.0,1.0,4792.01,0
144.93,1,14,134,92,1,42.0,1,74.0,1.0,6887.52,3
316.56,1,10,442,51,2,28.0,1,261.0,1.0,8643.51,1
9.18,1,37,518,95,2,22.0,3,140.0,1.0,887.32,0
421.25,1,13,407,6,2,25.0,3,66.0,1.0,7174.69,3
185.71,1,41,615,83,1,48.0,1,194.0,1.0,2679.91,1
1432.02,1,21,256,80,1,60.0,2,138.0,1.0,4315.07,2
26.27,0,32,320,26,2,45.0,1,177.0,1.0,8853.93,1
297.03,1,2,317,40,2,61.0,2,151.0,1.0,1088.62,2
341.67,1,29,157,36,1,53.0,2,96.0,5.0,1442.29,2
99.52,1,36,323,82,0,52.0,1,127.0,1.0,3798.09,2
881.1,1,31,299,92,1,28.0,3,16.0,1.0,9951.68,3
139.69,1,16,485,24,2,52.0,1,180.0,1.0,9567.94,1
42.72,1,26,188,0,0,37.0,1,143.0,1.0,4734.110000000001,0
112.72,1,42,584,27,1,31.0,0,17.0,1.0,9630.0,3
568.88,1,26,310,75,1,19.0,3,105.0,1.0,1307.86,0
189.03,1,28,73,45,0,28.0,3,50.0,1.0,1916.46,0
199.8,1,11,136,37,0,20.0,3,163.0,1.0,4734.110000000001,0
189.08,1,24,621,10,1,68.0,0,238.0,1.0,10790.8,1
958.9,1,22,179,96,1,31.0,1,135.0,1.0,9977.49,3
409.59,1,0,415,41,2,35.0,0,50.0,1.0,14563.02,3
349.34,0,16,387,46,0,28.0,3,112.0,1.0,614.14,0
283.15,1,3,368,88,2,24.0,3,180.0,1.0,603.79,0
151.82,1,6,335,12,0,51.0,2,105.0,1.0,2197.12,2
438.59,1,38,335,34,2,37.0,1,103.0,1.0,8994.39,3
590.57,1,25,523,49,0,79.0,3,93.0,1.0,3224.6,2
63.74,1,6,638,91,2,63.0,2,31.0,1.0,4336.4,2
77.02,0,24,543,52,2,59.0,3,132.0,1.0,800.83,2
501.15,1,31,311,87,1,47.0,1,208.0,1.0,8821.84,1
917.81,1,18,211,46,0,64.0,2,75.0,2.0,3173.17,2
8.95,1,28,666,7,2,76.0,2,102.0,1.0,3299.84,2
173.6,1,2,161,42,2,21.0,3,160.0,1.0,421.44,0
149.4,1,6,76,38,0,53.0,2,123.0,1.0,1035.22,2
388.21,0,8,372,12,1,53.0,0,237.0,1.0,9724.49,1
484.3,0,4,392,25,2,61.0,2,230.0,3.0,7910.3,1
126.04,0,5,252,18,1,65.0,2,167.0,1.0,6041.69,2
52.04,0,7,300,69,1,50.0,0,31.0,1.0,8436.12,3
389.7,0,2,408,29,1,62.0,0,216.0,1.0,7125.15,1
161.1,0,24,0,25,0,19.0,3,104.0,1.0,239.12,0
309.77,0,35,369,9,2,67.0,2,137.0,1.0,4378.14,2
838.57,1,31,415,39,0,41.0,0,273.0,1.0,4734.110000000001,1
202.55,1,9,27,28,0,21.0,3,34.0,2.0,701.73,0
724.18,1,13,142,1,1,41.0,0,134.0,1.0,10922.78,3
124.98,1,42,409,61,0,24.0,3,78.0,1.0,642.0,0
487.32,1,18,333,4,1,52.0,0,164.0,1.0,7707.96,1
635.91,0,17,273,73,1,46.0,0,78.0,1.0,13267.09,3
205.65,1,15,103,79,1,62.0,2,144.0,1.0,3582.16,2
39.41,1,21,344,29,1,25.0,3,132.0,1.0,921.91,0
254.0,1,26,421,97,1,35.0,0,63.0,1.0,5788.53,3
436.8,1,15,32,97,1,36.0,1,213.0,1.0,4515.43,1
224.73,1,24,4,1,1,76.0,2,63.0,1.0,7551.89,2
752.69,0,9,177,55,0,65.0,0,115.0,1.0,14489.69,3
78.5,0,38,557,6,1,31.0,0,41.0,1.0,13991.5,3
50.0,0,17,299,17,0,53.0,0,87.0,1.0,185.87,2
132.42,1,10,18,68,0,18.0,3,164.0,1.0,726.39,0
11.67,1,13,16,77,1,76.0,2,105.0,1.0,7458.63,2
83.16,1,20,36,90,0,61.0,2,177.0,1.0,3065.87,2
149.02,0,13,334,18,1,46.0,1,176.0,1.0,9379.72,1
74.27,0,22,243,89,2,59.0,0,148.0,1.0,13696.61,3
876.57,0,32,347,55,0,62.0,2,118.0,1.0,3743.63,2
615.58,1,17,629,58,0,42.0,0,133.0,1.0,14343.0,3
643.03,0,17,369,1,2,36.0,1,52.0,1.0,2882.16,0
7.95,1,31,145,86,0,79.0,2,65.0,1.0,5631.2,2
270.92,0,21,106,65,1,77.0,2,143.0,1.0,4574.43,2
499.48,1,5,236,11,0,24.0,3,133.0,1.0,1242.62,0
841.5,0,1,639,19,1,25.0,3,287.0,1.0,352.31,1
138.82,1,13,476,29,2,77.0,2,53.0,1.0,3100.22,2
231.46,0,24,133,46,1,60.0,1,83.0,1.0,4707.24,2
