TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
3.44,2023-01-19 17:24:30,1,13,0,78.0,2,108.0,1.0,7561.33,2024-11-04 08:12:20,2
1342.25,2023-04-28 18:11:55,0,13,1,21.0,3,235.0,1.0,694.03,2024-11-04 08:08:00,0
139.03,2023-08-30 18:00:09,0,20,2,50.0,1,81.0,1.0,2276.57,2024-11-04 08:11:29,2
254.92,2023-09-18 16:04:06,0,35,0,28.0,1,169.0,1.0,2791.12,2024-11-04 08:07:18,0
115.11,2023-05-05 17:34:22,1,0,2,28.0,1,139.0,1.0,9808.97,2024-11-04 08:10:18,3
171.11,2023-05-15 16:52:24,1,37,0,57.0,2,171.0,1.0,6324.09,2024-11-04 08:08:40,1
168.54,2023-02-02 16:13:13,1,28,0,70.0,0,142.0,2.0,13406.0,2024-11-04 08:08:14,3
420.76,2023-02-23 16:04:35,1,24,1,51.0,2,112.0,1.0,6581.55,2024-11-04 08:08:38,2
408.46,2023-03-01 16:17:46,1,33,1,64.0,2,28.0,1.0,3140.79,2024-11-04 08:08:20,2
1162.42,2023-08-23 16:35:42,0,11,2,30.0,0,45.0,1.0,10357.26,2024-11-04 08:09:09,3
342.17,2023-12-14 16:09:42,0,27,1,21.0,3,247.0,1.0,461.83,2024-11-04 08:08:32,0
580.71,2023-09-20 16:37:48,1,30,0,53.0,1,95.0,1.0,5670.0,2024-11-04 08:10:54,2
821.54,2023-08-22 18:11:16,0,1,1,79.0,2,36.0,1.0,4040.32,2024-11-04 08:11:57,2
253.47,2023-06-14 17:07:08,1,1,1,20.0,3,238.0,1.0,220.51,2024-11-04 08:08:12,0
22.81,2023-05-29 17:53:03,1,27,2,62.0,2,75.0,1.0,3634.76,2024-11-04 08:07:59,2
266.57,2023-07-03 17:56:59,0,4,2,39.0,1,96.0,1.0,7180.48,2024-11-04 08:07:10,3
374.61,2023-08-29 18:30:36,0,23,2,75.0,2,37.0,1.0,1389.71,2024-11-04 08:11:24,2
339.35,2023-02-03 16:08:47,0,4,0,78.0,2,70.0,1.0,5002.7,2024-11-04 08:08:17,2
810.36,2023-01-17 16:59:03,1,8,0,20.0,3,67.0,1.0,9239.12,2024-11-04 08:07:19,3
9.83,2023-07-24 17:04:17,1,22,0,24.0,3,86.0,1.0,666.42,2024-11-04 08:09:03,0
135.57,2023-06-14 17:17:34,0,4,1,51.0,0,116.0,1.0,11351.64,2024-11-04 08:11:44,3
340.05,2023-10-27 17:26:53,1,11,0,43.0,1,37.0,1.0,7234.15,2024-11-04 08:07:43,3
283.45,2023-10-17 17:24:47,1,7,1,27.0,1,127.0,1.0,2049.51,2024-11-04 08:08:51,0
100.99,2023-05-29 16:20:29,1,27,0,68.0,0,114.0,1.0,8865.27,2024-11-04 08:09:12,2
90.88,2023-02-20 16:48:49,1,0,1,18.0,3,176.0,1.0,3908.47,2024-11-04 08:07:13,0
655.15,2023-01-02 16:22:54,1,39,0,26.0,1,264.0,1.0,5587.44,2024-11-04 08:07:15,1
320.55,2023-05-01 17:11:47,1,25,2,50.0,1,118.0,1.0,438.75,2024-11-04 08:08:14,2
41.51,2023-10-04 16:47:33,1,31,2,28.0,3,48.0,1.0,609.6,2024-11-04 08:11:54,0
71.53,2023-10-30 16:49:25,0,17,1,68.0,2,39.0,1.0,2393.73,2024-11-04 08:12:00,2
467.13,2023-09-28 17:18:26,0,18,1,54.0,2,45.0,1.0,3914.84,2024-11-04 08:06:58,2
235.4,2023-09-26 17:02:25,1,11,1,28.0,3,70.0,1.0,818.36,2024-11-04 08:10:13,0
159.32,2023-01-16 18:57:13,1,39,1,18.0,3,100.0,1.0,304.44,2024-11-04 08:10:32,0
50.83,2023-12-18 16:06:14,0,30,2,30.0,0,48.0,1.0,9553.42,2024-11-04 08:10:06,3
56.89,2023-02-03 18:03:56,0,15,1,59.0,1,56.0,1.0,3034.67,2024-11-04 08:09:52,2
20.22,2023-03-10 18:26:19,1,17,0,43.0,1,138.0,1.0,5515.32,2024-11-04 08:06:32,1
50.4,2023-03-27 17:02:44,1,35,1,36.0,0,84.0,1.0,1677.01,2024-11-04 08:07:17,0
73.88,2023-05-08 17:42:36,1,20,1,53.0,2,131.0,1.0,4055.55,2024-11-04 08:08:11,2
119.61,2023-03-14 16:21:01,1,36,0,33.0,0,53.0,1.0,9899.94,2024-11-04 08:07:28,3
1241.05,2023-11-21 16:26:41,1,24,1,18.0,3,129.0,1.0,756.74,2024-11-04 08:11:48,0
116.58,2023-08-31 16:38:18,1,33,1,43.0,1,247.0,1.0,2620.74,2024-11-04 08:06:50,1
1919.11,2023-06-27 17:48:25,1,32,0,30.0,0,161.0,1.0,11090.24,2024-11-04 08:10:27,3
391.96,2023-06-19 16:21:58,1,13,0,64.0,2,79.0,1.0,2174.16,2024-11-04 08:06:47,2
156.26,2023-01-02 17:49:44,0,41,1,46.0,1,160.0,1.0,7854.1,2024-11-04 08:09:29,1
427.0,2023-07-31 17:04:29,0,28,1,49.0,1,163.0,1.0,8253.65,2024-11-04 08:07:30,1
443.68,2023-04-25 18:58:32,1,40,1,18.0,3,137.0,1.0,874.15,2024-11-04 08:10:26,0
101.76,2023-02-20 17:27:24,1,30,1,31.0,0,26.0,1.0,6043.25,2024-11-04 08:11:08,3
67.57,2023-08-17 16:44:38,1,5,1,37.0,1,107.0,1.0,2766.12,2024-11-04 08:11:15,0
326.29,2023-12-06 17:10:35,1,10,2,56.0,1,179.0,1.0,8171.26,2024-11-04 08:10:44,1
158.56,2023-02-28 17:28:13,1,34,0,33.0,0,100.0,1.0,5401.21,2024-11-04 08:10:48,0
56.02,2023-06-19 17:50:29,1,22,2,27.0,3,142.0,1.0,3548.02,2024-11-04 08:07:58,0
288.28,2023-01-17 17:11:24,1,32,2,27.0,3,36.0,1.0,160.83,2024-11-04 08:06:33,0
245.67,2023-01-02 18:35:07,0,32,1,24.0,3,107.0,1.0,752.25,2024-11-04 08:07:45,0
152.18,2023-08-07 16:57:22,0,20,2,39.0,1,176.0,4.0,2459.84,2024-11-04 08:10:50,0
114.35,2023-11-27 16:16:19,0,12,1,41.0,1,21.0,1.0,469.12,2024-11-04 08:10:13,0
373.27,2023-07-18 18:03:03,0,24,2,61.0,0,79.0,1.0,8441.61,,2
504.63,2023-11-13 17:07:10,1,32,2,60.0,1,168.0,1.0,3806.16,2024-11-04 08:07:50,2
126.22,2023-05-04 16:25:15,1,1,0,46.0,1,77.0,4.0,6133.41,2024-11-04 08:07:41,3
820.15,2023-12-18 16:33:01,1,18,1,47.0,0,181.0,1.0,8802.97,2024-11-04 08:10:34,1
986.81,2023-03-31 16:52:35,0,15,2,68.0,0,127.0,1.0,14881.77,2024-11-04 08:09:09,3
8.37,2023-01-12 16:21:27,1,7,0,63.0,2,135.0,1.0,1106.34,2024-11-04 08:11:23,2
197.49,2023-07-03 16:36:45,0,14,2,53.0,2,30.0,1.0,5005.33,2024-11-04 08:06:40,2
637.97,2023-10-23 17:17:18,1,27,1,58.0,2,90.0,1.0,7949.03,2024-11-04 08:07:56,2
13.52,2023-05-15 16:51:28,1,39,0,26.0,3,65.0,1.0,259.77,2024-11-04 08:06:30,0
432.1,2023-03-20 16:28:17,1,37,0,49.0,1,240.0,1.0,2114.3,2024-11-04 08:10:16,1
375.17,2023-06-08 17:20:53,1,13,0,51.0,1,66.0,2.0,5495.3,2024-11-04 08:11:26,2
642.68,2023-02-17 16:57:11,1,14,1,50.0,0,94.0,1.0,8461.46,2024-11-04 08:08:38,3
78.44,2023-11-21 17:25:30,0,38,2,52.0,2,292.0,1.0,6870.84,2024-11-04 08:10:39,1
139.72,2023-01-16 17:53:00,1,22,1,49.0,1,201.0,1.0,5058.83,2024-11-04 08:08:24,1
499.99,2023-08-02 16:01:17,1,38,1,31.0,1,296.0,1.0,8885.0,2024-11-04 08:09:05,1
10.07,2023-01-17 16:47:41,1,0,2,24.0,3,49.0,1.0,530.81,2024-11-04 08:08:57,0
120.62,2023-02-27 16:37:11,1,33,0,23.0,3,85.0,1.0,9379.53,2024-11-04 08:06:39,3
578.49,2023-10-16 17:46:51,1,26,1,59.0,2,180.0,1.0,6475.13,2024-11-04 08:06:50,1
119.3,2023-08-28 16:08:54,1,23,1,34.0,1,22.0,5.0,319.04,2024-11-04 08:08:55,0
280.92,2024-01-01 18:21:50,1,31,2,41.0,0,168.0,1.0,5298.85,2024-11-04 08:06:41,1
42.42,2023-06-01 17:19:57,1,34,2,21.0,3,102.0,1.0,490.57,2024-11-04 08:09:11,0
77.03,2023-06-19 16:57:53,1,14,0,67.0,0,259.0,1.0,11310.27,2024-11-04 08:08:06,1
22.59,2023-03-27 16:12:36,1,39,0,62.0,2,45.0,1.0,3988.75,2024-11-04 08:08:22,2
568.76,2023-10-09 16:48:50,1,3,0,51.0,2,155.0,1.0,7484.32,2024-11-04 08:12:09,1
25.94,2023-10-16 18:53:31,0,38,2,58.0,2,211.0,5.0,4815.11,2024-11-04 08:06:38,1
105.94,2023-08-07 16:02:55,1,28,1,51.0,1,207.0,1.0,5963.1,2024-11-04 08:09:59,1
733.29,2023-03-15 18:42:16,1,41,0,52.0,0,94.0,5.0,10427.0,2024-11-04 08:07:12,3
350.15,2023-11-27 16:18:25,0,14,0,21.0,3,195.0,1.0,296.47,2024-11-04 08:08:37,0
1151.18,2023-08-25 17:26:27,1,18,0,65.0,0,105.0,1.0,1100.06,2024-11-04 08:07:02,2
183.67,2023-06-26 16:11:29,1,36,2,19.0,3,238.0,1.0,910.26,2024-11-04 08:11:05,0
278.27,2023-04-10 16:47:55,1,40,1,29.0,0,123.0,1.0,6684.34,2024-11-04 08:09:58,3
470.3,2023-09-12 18:46:45,1,2,0,40.0,0,88.0,1.0,8524.09,2024-11-04 08:08:00,3
261.69,2023-11-27 17:29:25,1,30,0,53.0,2,84.0,1.0,5126.65,2024-11-04 08:09:09,2
365.04,2023-03-06 16:29:57,1,41,1,22.0,3,94.0,1.0,873.89,2024-11-04 08:12:08,0
211.1,2023-09-14 16:58:48,1,24,1,57.0,2,136.0,1.0,7059.77,2024-11-04 08:07:01,2
21.49,2023-05-04 16:51:17,1,10,0,58.0,0,240.0,1.0,11991.24,2024-11-04 08:08:08,1
63.58,2023-09-11 17:43:14,1,8,0,18.0,3,199.0,1.0,8086.04,2024-11-04 08:11:56,1
321.86,2023-07-24 16:25:51,1,35,0,63.0,0,167.0,1.0,12626.49,2024-11-04 08:06:35,3
12.11,2023-12-12 16:17:27,1,17,1,75.0,2,127.0,1.0,1730.28,2024-11-04 08:07:10,2
642.54,2023-05-10 18:49:20,1,25,1,44.0,1,28.0,1.0,3143.17,2024-11-04 08:10:37,2
210.45,2023-12-11 16:47:05,1,19,0,27.0,3,146.0,1.0,1242.49,2024-11-04 08:06:24,0
313.65,2023-01-30 16:08:07,0,6,1,55.0,2,173.0,1.0,1886.36,2024-11-04 08:10:49,2
99.76,2023-08-07 16:21:37,1,34,1,26.0,3,131.0,1.0,416.89,2024-11-04 08:06:26,0
115.32,2023-07-25 17:24:07,1,10,1,53.0,2,113.0,1.0,5929.08,2024-11-04 08:08:36,2
33.61,2023-08-21 17:25:00,1,25,2,23.0,3,72.0,1.0,479.08,2024-11-04 08:08:40,0
498.59,2023-01-30 16:20:26,0,28,2,33.0,0,32.0,1.0,5862.99,2024-11-04 08:06:58,3
98.81,2023-09-04 16:48:13,1,37,1,27.0,3,91.0,1.0,797.1,2024-11-04 08:08:11,0
1.87,2023-10-20 18:34:41,1,42,0,65.0,2,147.0,1.0,7287.94,2024-11-04 08:09:48,2
78.92,2023-06-15 18:57:42,0,17,2,59.0,1,95.0,1.0,5624.86,2024-11-04 08:08:28,2
194.29,2023-01-23 16:05:42,0,39,1,39.0,1,10.0,1.0,2988.41,2024-11-04 08:08:57,0
28.73,,1,18,0,53.0,1,185.0,1.0,2712.96,2024-11-04 08:08:37,1
105.53,2023-06-16 16:36:20,1,7,2,24.0,3,88.0,1.0,1433.66,2024-11-04 08:10:14,0
737.34,2023-03-20 17:45:22,1,24,2,30.0,0,34.0,1.0,7336.56,2024-11-04 08:08:06,3
237.86,2023-02-06 17:48:39,1,30,0,18.0,3,210.0,1.0,475.63,2024-11-04 08:10:20,0
409.61,2023-07-26 16:05:48,1,18,1,65.0,0,89.0,1.0,11698.15,2024-11-04 08:10:16,3
75.53,2023-08-21 17:36:05,0,14,2,21.0,3,157.0,1.0,1034.35,2024-11-04 08:07:11,0
72.75,2023-05-01 16:30:03,1,31,0,64.0,0,15.0,1.0,12042.79,2024-11-04 08:07:19,3
39.11,2023-09-01 18:05:37,1,8,2,26.0,3,143.0,1.0,518.54,2024-11-04 08:08:27,0
1309.79,2023-03-06 16:33:43,1,37,0,23.0,3,139.0,1.0,1258.93,2024-11-04 08:11:14,0
729.38,2023-11-14 17:23:43,1,20,0,68.0,0,90.0,1.0,9127.65,2024-11-04 08:08:16,2
137.49,2023-07-26 16:54:08,1,13,0,34.0,1,50.0,1.0,4471.05,2024-11-04 08:07:04,0
504.71,2023-04-10 18:27:51,1,11,2,29.0,1,61.0,1.0,6214.54,2024-11-04 08:08:37,0
371.47,2023-05-30 16:15:10,0,25,1,24.0,3,58.0,1.0,1187.04,2024-11-04 08:07:09,0
430.35,2023-02-20 17:23:03,1,5,2,36.0,0,205.0,1.0,354.9,2024-11-04 08:10:51,0
230.32,2023-05-15 18:15:33,1,19,1,35.0,1,56.0,1.0,791.46,2024-11-04 08:08:34,0
121.71,2023-09-05 17:02:23,1,6,0,52.0,2,140.0,1.0,5878.89,2024-11-04 08:11:23,2
98.87,2023-01-03 17:51:07,1,11,2,20.0,3,179.0,1.0,533.2,2024-11-04 08:06:58,0
117.55,2023-05-19 16:35:07,1,14,0,24.0,3,35.0,1.0,897.94,2024-11-04 08:11:13,0
244.64,2023-02-21 18:41:39,1,40,1,30.0,0,103.0,1.0,9159.56,2024-11-04 08:06:53,3
321.93,2023-12-04 18:27:11,1,26,0,45.0,1,12.0,1.0,4392.73,2024-11-04 08:07:51,2
1092.73,2023-01-23 17:24:29,1,8,1,58.0,2,11.0,1.0,1390.98,2024-11-04 08:07:50,2
283.23,,1,12,2,40.0,1,98.0,1.0,2008.77,2024-11-04 08:07:38,0
346.65,2024-01-01 16:17:13,1,42,2,30.0,1,60.0,1.0,6356.96,2024-11-04 08:06:58,3
381.62,2023-01-27 16:40:28,1,19,2,64.0,2,164.0,1.0,6009.12,,2
388.65,2023-02-21 16:02:33,1,28,0,76.0,2,43.0,1.0,7896.85,2024-11-04 08:08:15,2
29.22,2023-07-06 18:16:05,1,35,0,24.0,3,151.0,1.0,1649.43,2024-11-04 08:09:03,0
46.75,2023-07-31 17:37:31,1,7,1,67.0,2,150.0,1.0,2840.43,2024-11-04 08:09:20,2
348.64,2023-06-09 17:12:09,1,38,2,57.0,2,128.0,1.0,3274.96,2024-11-04 08:11:22,2
319.17,2023-01-11 16:58:02,1,40,2,73.0,2,81.0,1.0,6501.56,2024-11-04 08:08:49,2
73.95,2023-11-03 16:39:45,1,18,0,26.0,3,76.0,1.0,363.92,2024-11-04 08:07:22,0
389.63,2023-02-16 16:20:06,1,23,2,27.0,1,99.0,1.0,9748.48,2024-11-04 08:08:55,3
217.61,2023-03-16 17:36:31,1,6,0,19.0,3,45.0,1.0,1404.53,2024-11-04 08:10:08,0
199.84,2023-01-16 16:01:34,1,9,0,21.0,3,150.0,1.0,706.44,2024-11-04 08:09:14,0
56.35,2023-02-09 16:09:00,1,5,0,44.0,0,75.0,1.0,5095.73,2024-11-04 08:07:36,2
248.95,2023-06-16 16:19:35,0,37,1,65.0,2,29.0,1.0,3059.79,2024-11-04 08:09:32,2
142.58,2023-06-19 16:20:51,1,35,0,33.0,1,145.0,1.0,7844.23,2024-11-04 08:06:46,3
1020.73,,1,13,0,28.0,3,87.0,1.0,1119.61,2024-11-04 08:11:32,0
84.34,2023-06-08 16:27:56,1,22,2,58.0,2,248.0,3.0,5313.97,2024-11-04 08:09:31,1
1607.55,2023-09-07 16:27:03,1,31,0,31.0,1,156.0,1.0,6227.99,2024-11-04 08:07:33,0
333.78,2023-11-30 17:53:48,1,36,0,60.0,2,98.0,1.0,6810.94,2024-11-04 08:07:50,2
332.59,2023-07-13 17:50:13,1,35,2,55.0,2,143.0,1.0,1457.07,2024-11-04 08:09:05,2
236.81,2023-10-26 16:59:55,1,28,1,22.0,3,15.0,1.0,813.68,2024-11-04 08:07:18,0
417.8,2023-06-26 16:21:14,0,30,1,27.0,3,130.0,1.0,1518.82,2024-11-04 08:09:17,0
319.27,2023-08-07 16:54:58,1,35,0,50.0,0,150.0,1.0,10269.78,2024-11-04 08:12:18,3
384.1,,1,11,1,42.0,1,172.0,1.0,672.79,2024-11-04 08:11:42,0
820.62,2023-03-03 17:18:59,0,14,1,61.0,0,158.0,1.0,6024.8,2024-11-04 08:07:28,2
474.77,2023-12-25 16:28:20,0,16,2,56.0,1,50.0,1.0,2158.59,2024-11-04 08:08:36,2
542.72,2023-09-04 18:37:57,0,16,1,43.0,0,92.0,1.0,6011.8,2024-11-04 08:08:53,3
79.8,2023-12-22 17:17:34,1,13,0,73.0,2,76.0,1.0,6372.58,2024-11-04 08:06:48,2
46.24,2023-03-13 16:05:46,1,36,1,57.0,1,52.0,1.0,2569.56,2024-11-04 08:07:24,2
327.8,2023-11-23 17:44:29,1,37,0,61.0,0,54.0,1.0,10585.48,2024-11-04 08:09:18,3
445.79,2023-07-07 17:19:39,1,19,0,52.0,0,161.0,1.0,717.99,2024-11-04 08:12:05,2
55.89,2023-08-17 16:54:30,1,14,2,72.0,2,150.0,1.0,3689.65,2024-11-04 08:11:33,2
158.41,2023-02-09 16:28:58,1,34,1,28.0,3,16.0,1.0,1512.16,2024-11-04 08:10:03,0
101.19,2023-11-29 18:38:41,0,10,2,64.0,0,75.0,1.0,14389.45,2024-11-04 08:09:44,3
827.14,2023-01-17 17:25:13,1,12,1,36.0,1,265.0,4.0,9800.21,2024-11-04 08:08:14,1
61.97,2023-05-22 18:45:23,1,31,0,74.0,2,95.0,1.0,7014.69,2024-11-04 08:10:47,2
27.21,2023-06-14 16:34:54,1,38,0,79.0,2,102.0,1.0,3520.61,2024-11-04 08:06:49,2
173.74,2023-09-08 17:48:22,1,15,2,80.0,2,64.0,1.0,4913.42,2024-11-04 08:11:52,2
176.11,2023-08-10 16:48:55,1,38,1,38.0,1,105.0,1.0,9155.35,2024-11-04 08:10:30,3
88.4,2023-11-10 18:02:07,1,13,2,46.0,1,174.0,1.0,2567.53,2024-11-04 08:09:41,1
567.92,2023-06-20 16:27:07,1,8,2,53.0,2,14.0,1.0,3779.47,2024-11-04 08:12:12,2
138.11,2023-12-11 17:29:02,0,31,2,68.0,2,104.0,1.0,4177.65,2024-11-04 08:07:04,2
456.93,2023-09-26 16:18:33,0,41,1,28.0,1,193.0,1.0,7284.76,2024-11-04 08:09:29,1
101.42,2023-04-25 17:00:15,1,1,2,66.0,2,146.0,1.0,6530.59,2024-11-04 08:12:22,2
300.61,2023-05-01 17:21:46,1,12,2,44.0,0,51.0,1.0,7895.54,2024-11-04 08:11:56,3
265.94,2023-06-05 16:11:07,1,4,2,54.0,1,132.0,1.0,6781.3,2024-11-04 08:06:37,2
345.54,2023-01-24 16:05:40,1,36,2,29.0,1,50.0,1.0,2091.78,2024-11-04 08:11:09,0
411.52,2023-01-10 17:40:16,1,20,0,41.0,0,88.0,1.0,11108.39,2024-11-04 08:09:13,3
111.21,2023-08-21 18:36:41,1,32,1,35.0,0,111.0,1.0,9088.36,2024-11-04 08:12:12,3
316.37,2023-08-28 17:34:17,1,7,0,53.0,1,86.0,1.0,4671.69,2024-11-04 08:08:00,2
260.63,2023-12-20 18:58:27,1,13,1,37.0,1,142.0,1.0,7534.73,2024-11-04 08:08:49,3
92.36,2023-03-27 16:48:34,1,9,0,29.0,1,144.0,1.0,6353.14,2024-11-04 08:07:55,0
262.06,2023-09-11 16:09:15,1,28,1,63.0,0,118.0,1.0,13587.52,2024-11-04 08:10:23,3
64.5,2023-08-17 18:32:19,1,10,0,74.0,2,230.0,1.0,1351.24,2024-11-04 08:08:31,1
253.55,2023-01-11 16:56:58,1,17,0,28.0,1,85.0,5.0,2797.26,2024-11-04 08:09:12,0
211.36,2023-03-15 16:33:09,0,26,1,21.0,3,125.0,3.0,1222.77,2024-11-04 08:10:10,0
175.94,2023-06-05 16:16:13,1,16,0,57.0,2,89.0,1.0,3728.04,2024-11-04 08:07:11,2
199.47,2023-08-14 16:26:38,1,11,2,57.0,0,142.0,1.0,6067.44,2024-11-04 08:07:22,2
51.07,2023-01-23 18:06:58,1,9,1,63.0,2,133.0,1.0,4292.16,2024-11-04 08:12:12,2
435.86,2023-12-29 17:17:48,1,17,0,56.0,2,134.0,1.0,3801.82,2024-11-04 08:09:18,2
74.73,2023-01-30 17:17:38,0,17,1,64.0,2,162.0,1.0,6353.22,2024-11-04 08:08:26,2
182.79,2023-10-25 16:21:15,0,21,2,23.0,3,14.0,1.0,1251.85,2024-11-04 08:06:54,0
628.36,2023-01-20 16:09:37,1,2,2,44.0,0,108.0,1.0,11869.71,2024-11-04 08:07:32,3
268.39,2023-02-21 18:13:02,1,35,2,29.0,0,177.0,1.0,9409.43,2024-11-04 08:11:45,3
362.27,,1,17,0,80.0,2,47.0,1.0,6003.59,2024-11-04 08:07:35,2
560.15,2023-08-14 18:01:36,0,22,2,50.0,1,92.0,1.0,817.83,2024-11-04 08:10:51,2
351.99,2023-06-12 16:58:04,1,6,0,80.0,2,45.0,2.0,3663.64,2024-11-04 08:11:23,2
132.36,2023-03-13 17:01:57,1,7,1,28.0,3,160.0,1.0,319.65,2024-11-04 08:10:05,0
24.77,2023-11-01 16:55:58,0,26,2,40.0,1,17.0,1.0,478.23,2024-11-04 08:07:20,0
668.67,2023-11-07 17:38:05,1,11,2,44.0,0,143.0,4.0,13446.81,2024-11-04 08:06:29,3
80.24,2023-05-19 17:28:42,0,27,1,53.0,0,58.0,1.0,8012.81,2024-11-04 08:12:13,3
8.65,2023-11-20 16:28:19,1,23,0,68.0,2,198.0,1.0,4201.22,2024-11-04 08:11:35,1
178.91,2023-03-15 16:37:04,1,29,0,18.0,3,19.0,1.0,8870.89,2024-11-04 08:07:06,3
115.22,2023-12-08 17:05:33,1,37,1,27.0,1,108.0,1.0,906.2,2024-11-04 08:09:07,0
161.63,2023-12-25 16:32:44,1,38,2,46.0,0,276.0,1.0,9286.37,2024-11-04 08:08:21,1
542.75,2023-12-07 18:28:50,0,26,1,70.0,2,63.0,1.0,2224.08,2024-11-04 08:08:27,2
317.47,2023-05-01 17:31:34,0,34,2,67.0,0,16.0,1.0,14639.28,2024-11-04 08:07:58,3
280.99,2023-02-20 18:03:01,1,15,1,45.0,1,29.0,1.0,9733.59,2024-11-04 08:07:24,3
24.19,2023-02-08 17:33:08,1,36,0,29.0,1,28.0,1.0,2756.2,2024-11-04 08:07:26,0
586.85,2023-08-15 16:57:27,1,23,0,36.0,0,86.0,1.0,6655.15,2024-11-04 08:12:18,3
372.41,2023-06-19 18:12:16,1,36,0,55.0,2,143.0,1.0,3233.87,2024-11-04 08:06:34,2
211.36,2023-07-25 18:28:57,1,14,0,20.0,3,148.0,1.0,1676.57,2024-11-04 08:07:18,0
383.69,2023-10-31 17:06:08,1,7,2,54.0,1,285.0,1.0,8371.11,2024-11-04 08:10:03,1
247.17,2023-05-22 17:58:55,0,6,1,65.0,2,149.0,1.0,2611.64,2024-11-04 08:07:43,2
48.78,2023-08-11 16:43:41,0,18,1,18.0,3,136.0,1.0,552.06,2024-11-04 08:10:11,0
4.15,2023-10-19 16:34:39,0,29,1,60.0,2,119.0,1.0,6017.36,2024-11-04 08:09:48,2
60.99,2023-08-01 17:14:17,1,28,1,34.0,1,58.0,1.0,7281.46,2024-11-04 08:07:51,3
408.19,2023-12-15 16:48:08,1,23,1,26.0,1,241.0,1.0,6847.47,2024-11-04 08:08:29,1
524.6,2023-04-07 17:37:34,1,12,1,58.0,0,76.0,1.0,13017.7,2024-11-04 08:09:46,3
108.96,2023-10-10 18:12:07,1,25,0,26.0,3,247.0,1.0,7597.66,2024-11-04 08:06:40,1
70.03,2023-12-18 18:34:33,1,26,1,63.0,2,49.0,1.0,7330.31,2024-11-04 08:07:55,2
124.84,2023-09-22 17:44:42,1,21,2,52.0,2,79.0,1.0,6711.78,2024-11-04 08:11:28,2
324.04,2023-07-05 16:49:05,1,41,0,54.0,2,30.0,1.0,2248.06,2024-11-04 08:08:07,2
39.69,2023-04-24 17:16:27,1,2,2,70.0,2,163.0,1.0,3524.68,2024-11-04 08:07:44,2
157.7,2023-12-01 17:29:15,0,29,1,58.0,3,46.0,1.0,8332.58,2024-11-04 08:11:00,3
81.27,2023-11-07 16:36:34,0,39,2,22.0,3,68.0,1.0,1814.48,2024-11-04 08:10:47,0
193.82,2023-04-20 17:52:46,1,18,1,37.0,1,176.0,1.0,3886.77,2024-11-04 08:12:09,1
16.73,2023-11-30 17:48:36,1,13,2,79.0,2,165.0,1.0,7591.13,2024-11-04 08:08:04,2
474.05,2023-08-10 18:30:37,1,38,0,57.0,2,214.0,1.0,1484.31,2024-11-04 08:10:46,1
39.21,2023-05-10 16:15:31,1,24,0,66.0,0,245.0,4.0,9385.57,2024-11-04 08:11:52,1
637.75,2023-07-24 16:07:05,1,9,1,79.0,2,152.0,1.0,4202.92,2024-11-04 08:08:51,2
153.59,2023-05-04 17:43:59,0,32,1,66.0,2,174.0,1.0,4813.12,2024-11-04 08:09:43,2
186.6,2023-10-25 16:03:16,1,40,1,18.0,3,139.0,1.0,9716.68,2024-11-04 08:10:37,3
644.08,2023-05-08 17:29:00,1,1,2,24.0,3,55.0,1.0,1980.62,2024-11-04 08:07:18,0
226.66,2023-12-27 18:55:13,1,13,1,41.0,0,168.0,1.0,10216.25,2024-11-04 08:07:45,3
305.0,2023-10-12 17:20:30,1,31,0,22.0,3,222.0,1.0,944.83,2024-11-04 08:06:50,0
233.1,2023-01-16 17:28:48,0,26,1,42.0,0,37.0,1.0,7469.2,2024-11-04 08:11:39,3
793.13,2023-05-10 16:38:07,1,22,2,68.0,0,76.0,1.0,13389.16,2024-11-04 08:09:45,3
224.19,2023-09-21 16:42:38,1,15,0,52.0,0,93.0,1.0,8475.47,2024-11-04 08:07:34,3
214.83,2023-03-20 18:12:30,0,40,0,23.0,3,63.0,1.0,991.69,2024-11-04 08:11:45,0
163.46,2023-09-08 17:09:54,0,3,1,63.0,2,111.0,1.0,6953.8,2024-11-04 08:11:32,2
194.99,2023-12-01 17:01:30,1,17,1,34.0,1,91.0,1.0,1370.03,2024-11-04 08:07:50,0
23.4,2023-02-08 18:27:49,1,12,0,46.0,0,175.0,4.0,14851.28,2024-11-04 08:07:14,3
227.5,2023-03-13 16:59:33,1,34,2,34.0,0,277.0,1.0,11505.35,2024-11-04 08:11:35,1
259.9,2023-06-22 16:08:43,1,28,2,26.0,3,100.0,1.0,914.28,2024-11-04 08:07:29,0
59.51,2023-04-04 16:12:25,0,9,2,36.0,0,55.0,1.0,9955.88,2024-11-04 08:12:18,3
50.63,2023-05-24 16:21:09,1,8,2,64.0,2,143.0,1.0,4732.81,2024-11-04 08:12:22,2
1074.95,2023-06-02 16:49:03,1,17,1,20.0,3,91.0,1.0,530.86,2024-11-04 08:09:58,0
112.94,2023-11-24 17:35:47,0,35,2,73.0,2,31.0,1.0,3807.84,2024-11-04 08:07:19,2
11.81,2023-02-27 16:07:38,1,31,0,21.0,3,131.0,1.0,320.25,2024-11-04 08:07:53,0
329.14,2023-11-14 16:37:42,1,34,1,55.0,0,14.0,1.0,12033.92,2024-11-04 08:09:00,3
