Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings,Cluster,PCA1,PCA2
0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,0,0.8498953742810932,-1.8180305259019713
0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,0,0.5563452419307305,-1.8206481226603037
2,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,1,3.67948178298299,1.6932601817450545
0,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,1,1.5978745669428698,-1.7893541365773196
2,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,0,0.7917502367834534,1.6285343449686045
0,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,0,1.2135436498734837,-1.7758338738834363
2,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,2,-3.845677571215952,1.5494866544391213
0,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,0,0.4998004231022906,-1.8269770522881974
0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17,0,0.9647466068390275,-1.8123570342773032
0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,0,1.219104044953591,-1.8159931208555018
1,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,0,-1.0456866421538313,-0.13335934664984284
2,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,2,-3.2329027129462635,1.5487702053064947
2,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,0,-1.4778457003950272,1.5833337590952383
2,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,0,-0.5382877373294258,1.60898947298753
2,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,0,0.18947934764692242,1.5745108600842779
2,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,0,-0.421016545647603,1.5995980481904286
2,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,0,-0.7302643803366086,1.5980517134154602
2,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,0,-1.027462281147196,1.5917323131824546
0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,0,-1.0070227004224812,-1.8580638819461455
2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,0,0.9666178670456369,1.6263113521356805
2,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,0,-0.4451517614044197,1.5955684642882588
2,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,0,0.34951456203692227,1.6196056678575017
1,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,2,-3.2819724842128206,-0.1783851562356376
1,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5,2,-5.539930597795377,-0.15413179300002874
2,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,0,1.0543824402155781,1.6203766865925198
0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,0,-0.843425883997076,-1.8453662173032797
2,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12,0,-0.5362053175405244,1.5981187499648397
0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9,0,-0.2578003455228693,-1.842895113733153
0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,0,1.1787088209003793,-1.8266248561861949
0,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,0,1.092395368058488,-1.8204870380854101
0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,0,-1.029117101007797,-1.8481164345375019
2,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,0,-0.8068465084778935,1.5597244133850916
2,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,0,0.963208835567669,1.616424618134216
2,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,0,1.5088643033927018,1.6213365612202508
2,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,0,-0.2866251713995945,1.5921517713457511
2,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,0,-0.030426165987999382,1.602745347331502
2,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,2,-2.4735243236393045,1.5660938514016314
2,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,0,0.17231563047254483,1.593021613203054
0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,2,-2.5977848965372363,-1.8803675854758637
2,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,0,-1.4002276142020542,1.5811337254683149
2,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,2,-2.3980530613576914,1.546208090029809
2,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,2,-2.2519954756487146,1.555604683327571
1,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7,2,-3.6416340667123976,-0.16519256095693452
2,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,0,-0.4344133737573293,1.6196407140391116
2,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7,2,-2.849668391363243,1.5518611615075413
1,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6,2,-4.853698371904006,-0.15816259500673938
0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15,0,-0.44403224862945645,-1.82745393353073
0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10,2,-2.1307498853269196,-1.8810119090480941
0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12,0,-0.19783050652998685,-1.8034880885335416
2,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,0,0.0647872570796209,1.616557247774952
0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21,0,-0.9346220206851531,-1.8454621177406414
1,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,2,-5.416725086221385,-0.15149672869068806
1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5,2,-5.182638135598466,-0.15209287421762685
1,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,2,-4.260119349375412,-0.16026551407875475
1,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,2,-4.230514949600593,-0.15692941314593564
1,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,2,-4.149146318795195,-0.1572593243695297
1,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,2,-3.828007827540474,-0.16279732917873663
1,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6,2,-4.184247098289419,-0.15334665555329072
1,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,2,-3.522043647720018,-0.14867687600920793
1,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,2,-3.2838740811230154,-0.18154014034397725
1,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6,2,-3.2888066630636836,-0.1880071169694082
1,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,2,-3.6990420840339446,-0.16754962667118198
1,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6,2,-3.2788203661492146,-0.1467398712018651
1,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,2,-3.241229641182893,-0.15686052198721417
1,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,2,-3.198695869111157,-0.1468829371746343
1,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,2,-3.2308065996238344,-0.14997136607075817
1,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6,2,-3.1192439904326306,-0.15548266392812168
1,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6,2,-2.7540892620318016,-0.1336890618547555
1,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7,2,-2.700292095354105,-0.14776100115534602
2,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,2,-3.087545806625389,1.5692439788889587
1,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,2,-2.897500094475473,-0.15555621493262434
1,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9,2,-2.0153921534640595,-0.13229446582581922
1,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7,2,-2.3052306138837917,-0.11367998947256508
1,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,2,-2.621721569640044,-0.1401445755781313
1,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,0,-1.2742908814467089,-0.11089246945234572
2,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8,0,-1.2344613551301638,1.614094980241758
1,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,0,-1.1910180448118146,-0.1154271338200234
0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8,0,-0.8828704114532088,-1.8196431034483758
1,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,2,-1.9798912249211689,-0.13268219045059487
2,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8,0,-0.9502688889775838,1.620970461341439
0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,0,-0.3921773754797785,-1.8017809100006805
2,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,0,-0.8469669016689654,1.6120813578541524
2,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,0,0.2138815693187121,1.6308164020671387
2,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8,0,-0.2517959791202506,1.6333298744637312
2,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,0,0.2766900625412907,1.6791850719024386
0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11,0,0.18565097693202368,-1.799671906309041
0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10,0,0.630281972533074,-1.7770790084498973
0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8,0,0.5089486827140562,-1.7785321752538956
2,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,0,0.9708246738067025,1.6479982715425694
0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,0,0.680956132473909,-1.8071886906404586
2,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,0,0.7432153247085784,1.6705113219459025
2,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,0,1.3005706412580975,1.6653940908151383
2,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,0,0.9894855420759385,1.6407586561771246
2,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,0,0.11075522281327849,1.6333939455936104
0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,0,0.9579601400810596,-1.7794482883397604
2,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,0,1.7008398982637276,1.652720148780383
2,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,0,1.2682410185412634,1.6734449113291499
0,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10,1,1.5457240008697795,-1.7758870729071705
0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8,1,1.9835425627661605,-1.7669534197028964
0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,1,1.568638886591556,-1.7672679291974012
0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,0,1.621727775508931,-1.7509838555456425
2,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,1,2.3222599043476317,1.6725421996289846
0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10,1,1.7069582251771196,-1.7396621037623041
2,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,1,2.374459089446142,1.6816152698722646
0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10,1,2.423286415975661,-1.7511673226055553
2,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,1,1.641348268003955,1.6415833506002886
0,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,1,2.5172532033155486,-1.7589847515224915
0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,1,2.3738692843271796,-1.7350354650260635
2,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9,1,2.2947733575710254,1.6838523733244195
2,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,1,2.4951251555198337,1.67025671437129
0,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,1,2.5621937470352822,-1.7380162928905794
2,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9,1,2.2778978313698923,1.6935333088154085
0,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11,1,1.7474910877090803,-1.788634430155404
0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11,1,2.8828088455105,-1.7691415622406814
2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,1,2.303092947436263,1.6465432736854735
2,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,1,2.827483306786156,1.6898583970307488
0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10,1,2.6926453113252937,-1.7211189410376797
0,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,1,2.2477334114199645,-1.7337906468773834
0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,1,3.0993635427064996,-1.7009031087606592
2,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,1,3.245864993234575,1.70485345645881
2,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9,1,2.8703105006208585,1.685012315588175
2,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,1,5.4586699866941055,1.779810097899395
2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15,1,2.812615485161974,1.67605087719107
2,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10,1,3.5493220547729005,1.7185649803981562
0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,1,3.0576551343790284,-1.7686238140567847
0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,1,4.244210391158802,-1.6826306749273083
0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9,1,3.2653047747706,-1.7299853649798165
0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11,1,4.369621673245479,-1.6869658600123156
0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,1,4.228073819635956,-1.6741443325982257
0,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11,1,5.144989727942941,-1.6977204075066146
2,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,1,8.099829601689912,1.844046705678431
1,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,2,-5.758885308967908,-0.14836220052533097
1,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5,2,-5.3861922416340615,-0.151903759939167
1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3,2,-5.303523293111703,-0.1565484476930277
1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,2,-5.254065129837056,-0.1485229401701025
1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,2,-5.2684673452571795,-0.15023914016973328
1,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,2,-5.088545246299278,-0.15326339562481556
1,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4,2,-5.129490124272552,-0.15255307327036535
1,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,2,-4.41831873411664,-0.15670827452812666
1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4,2,-4.50767804786719,-0.1638473877388794
1,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6,2,-4.358777853881715,-0.16985175118568688
1,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5,2,-4.611829170808353,-0.15314889762009543
1,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6,2,-4.4318487638459105,-0.1577719642126341
1,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8,2,-4.543407954943805,-0.15634760325886762
1,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,2,-4.273497907605698,-0.16464344919461732
1,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,2,-4.254222245346644,-0.15047931643635865
1,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,2,-4.114266187960611,-0.16011907290593314
1,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7,2,-4.1917528163691715,-0.15478424609786107
1,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,2,-4.19793953425435,-0.14904943458677045
1,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,2,-4.2085814582620085,-0.1558947398853661
1,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,2,-4.130588532123798,-0.14203613476945146
1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7,2,-3.684665414258378,-0.15780801772395134
1,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6,2,-3.5271808878610935,-0.15875774491254516
1,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,2,-3.3775976620463775,-0.14449565486340468
1,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,2,-3.6884199733416243,-0.1614807296223034
1,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,2,-3.7439470107672435,-0.14477237316879304
1,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,2,-3.077600124239732,-0.14161519996199087
1,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7,2,-3.0352115816867635,-0.13984401315797526
1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,2,-3.0953254990094483,-0.14033713853704277
1,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6,2,-2.89154093024217,-0.13807432750032514
1,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,2,-2.612882479097999,-0.15112053172755371
1,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,2,-2.890153378139202,-0.14693580707323498
1,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6,2,-2.6355146249944466,-0.14468453723669564
1,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,2,-2.8158092861151442,-0.14427504092080307
1,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,2,-2.7420391109525504,-0.14689320586613142
1,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,2,-2.6848886980811772,-0.12329561998707837
1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8,2,-2.532645633541846,-0.1527598497332616
1,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,2,-2.4508824200510553,-0.15010634243583332
1,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6,2,-2.108253233697535,-0.15027567519463778
1,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,2,-2.8829168716013016,-0.14518670960260116
0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,2,-2.2613259600774547,-1.8564075219743834
1,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7,2,-2.1682467637499383,-0.16101426460256474
1,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7,0,-1.448063064216174,-0.12884213938519054
1,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,2,-2.246765351787826,-0.13914829905066217
1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,2,-2.2381584094301843,-0.1309929853983612
1,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,2,-2.082497084730273,-0.12483788167407647
1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7,0,-1.365204414166332,-0.11494958079505843
1,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,0,-1.4624117818040852,-0.11379460958295443
1,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7,2,-2.2098128287212213,-0.1271808152073941
1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7,2,-2.266610706807904,-0.1384999246270863
1,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7,2,-2.0457188381751488,-0.13669439681715195
1,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7,0,-1.4049478975862697,-0.10337479125872927
1,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7,2,-2.281926823469248,-0.14710035493053636
0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,2,-1.951513237909715,-1.858304783069355
2,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8,0,-1.0150969986082163,1.6348654652040313
0,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8,0,-1.2671269381502468,-1.815248085737744
2,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,0,-1.2612784166186222,1.600530650792947
0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,0,-1.1891555609817965,-1.8049034561810682
2,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,0,-1.0151107493664384,1.6353120313238525
2,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,0,-0.7001083512152592,1.6103851492015226
2,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,2,-2.22749457405865,1.5801882126446765
2,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7,0,-1.1382810149276523,1.6284655219739346
0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7,0,-1.5258196089367617,-1.839605620536381
2,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,0,-0.8123355158933631,1.627908344520169
2,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8,0,-0.7455897117384025,1.6168410886064988
2,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7,0,-0.7657778891109084,1.608580744485796
2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,0,-0.5990430915470446,1.6223611215205995
1,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,0,-1.1218894602417793,-0.10149728143927755
2,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7,0,-0.7237519549985462,1.6217323244547601
2,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7,0,-0.6451194784478707,1.6310255464867869
0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9,0,-0.5572281311724179,-1.8108215660524785
1,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8,0,-0.4084390233856446,-0.09337591871603514
2,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9,0,-0.7285006729038803,1.618302102294559
1,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8,0,-1.00162760257578,-0.10783495189660205
2,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,0,-0.2635751119243851,1.6455955948594103
1,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7,0,-1.1856177370553211,-0.09854781274637758
1,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7,0,-0.21513438268683968,-0.07960717833027656
2,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8,0,-0.25426351002289305,1.620444988361186
2,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,0,0.06592229743494081,1.6397490394251246
0,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8,0,0.3213642002885167,-1.7974131915277816
2,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7,0,-0.2921944267280305,1.6249638413396355
0,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8,0,-0.09191088419152005,-1.8074989369452408
2,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11,0,-0.278224513626048,1.6261634013745276
0,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8,0,0.041021360083879944,-1.805222342625469
0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8,0,0.42036080827117256,-1.8098683131982083
2,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7,0,-0.4970204311922131,1.6154941364549933
0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8,0,0.17187639239514985,-1.7867740756802615
2,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,0,-0.0827780489650077,1.6105725412628025
2,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,0,0.49600078836289674,1.643114567332147
0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9,0,0.9700594606011121,-1.7593688368382678
0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,0,0.4087028235277089,-1.8021337847330798
0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9,0,1.173216308524937,-1.7855827623898175
0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8,0,-0.20997082364880307,-1.812944220542011
2,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10,1,1.5369458553453952,1.6822551802559749
2,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,0,1.6158182467095406,1.678587223616582
0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,0,1.5590491698451696,-1.7491672944554437
2,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,0,1.1153780363168988,1.686602532706132
2,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,0,0.9236517414909375,1.629893818937079
2,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9,1,1.5644232481805684,1.658165167825276
0,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9,0,1.4927553146489472,-1.7581184727389962
0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7,0,1.6014504979216875,-1.7471951716563618
0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8,0,1.631810720805866,-1.8016817294769731
2,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,0,1.2813986693924175,1.6693976880013972
0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,0,1.5155793641333812,-1.742489211134342
2,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9,0,1.5398748333911394,1.708600371932391
2,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,1,1.5096301888507262,1.668948744587694
2,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8,1,1.5796580638736746,1.6564081279334384
0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,0,1.4054746958769158,-1.7552446144432925
0,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11,0,0.9883308536475925,-1.7782084546694088
0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11,0,1.5285877573677809,-1.7397484147220208
2,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9,1,1.825870187254956,1.6880640574012389
0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9,0,1.1351533678543029,-1.7698458125091445
2,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,0,1.388725558991655,1.6758897119373308
0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9,1,1.7263792214106821,-1.7663590784819911
2,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9,1,1.649602178708897,1.6794460843338828
2,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11,1,1.9429375823609707,1.6854813590351259
2,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11,1,1.7328595461712617,1.6814256968711052
2,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10,1,1.773211981555002,1.674301516575629
0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8,1,2.0948375589868977,-1.7526359419314328
0,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,1,2.7232676391469735,-1.7607229431305298
0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,1,2.539843119794898,-1.7440191332426975
2,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,1,2.5667507661473334,1.6737661953576628
0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,1,1.962946795035078,-1.794056860011615
0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,1,2.382621180669208,-1.7559249522032743
0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9,1,2.9712401410679505,-1.7692681320148123
2,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8,1,2.200782750568013,1.7006237858724491
